,Date,Longitude,Latitude,Temp
431,2023-04-07,-120.0,48.25,275.143
432,2023-04-07,-120.0,48.5,274.043
433,2023-04-07,-120.0,48.75,273.343
434,2023-04-07,-120.0,49.0,273.043
435,2023-04-07,-119.75,48.0,278.143
436,2023-04-07,-119.75,48.25,276.943
437,2023-04-07,-119.75,48.5,274.843
438,2023-04-07,-119.75,48.75,274.043
439,2023-04-07,-119.75,49.0,274.243
440,2023-04-07,-119.5,48.0,278.843
441,2023-04-07,-119.5,48.25,277.943
442,2023-04-07,-119.5,48.5,277.5
443,2023-04-07,-119.5,48.75,277.2
444,2023-04-07,-119.5,49.0,276.643
445,2023-04-07,-119.25,48.0,279.721
446,2023-04-07,-119.25,48.25,278.121
447,2023-04-07,-119.25,48.5,275.521
448,2023-04-07,-119.25,48.75,275.443
449,2023-04-07,-119.25,49.0,275.097
450,2023-04-07,-119.0,48.0,279.143
451,2023-04-07,-119.0,48.25,276.8
452,2023-04-07,-119.0,48.5,274.121
453,2023-04-07,-119.0,48.75,274.297
454,2023-04-07,-119.0,49.0,275.447
455,2023-04-08,-122.0,48.0,283.35
456,2023-04-08,-122.0,48.25,280.96
457,2023-04-08,-122.0,48.5,280.02
458,2023-04-08,-122.0,48.75,278.47
459,2023-04-08,-122.0,49.0,280.38
460,2023-04-08,-121.75,48.0,279.43
461,2023-04-08,-121.75,48.25,278.57
462,2023-04-08,-121.75,48.5,279.34
463,2023-04-08,-121.75,48.75,275.89
464,2023-04-08,-121.75,49.0,276.14
465,2023-04-08,-121.5,48.0,276.076
466,2023-04-08,-121.5,48.25,278.176
467,2023-04-08,-121.5,48.5,277.9
468,2023-04-08,-121.5,48.75,275.28
469,2023-04-08,-121.5,49.0,274.55
470,2023-04-08,-121.25,48.0,274.776
471,2023-04-08,-121.25,48.25,276.176
472,2023-04-08,-121.25,48.5,276.076
473,2023-04-08,-121.25,48.75,274.97
474,2023-04-08,-121.25,49.0,275.13
475,2023-04-08,-121.0,48.0,274.576
476,2023-04-08,-121.0,48.25,273.676
477,2023-04-08,-121.0,48.5,273.976
478,2023-04-08,-121.0,48.75,274.676
479,2023-04-08,-121.0,49.0,275.62
480,2023-04-08,-120.75,48.0,275.776
481,2023-04-08,-120.75,48.25,274.376
482,2023-04-08,-120.75,48.5,273.676
483,2023-04-08,-120.75,48.75,273.676
484,2023-04-08,-120.75,49.0,274.176
485,2023-04-08,-120.5,48.0,275.576
486,2023-04-08,-120.5,48.25,274.776
487,2023-04-08,-120.5,48.5,273.776
488,2023-04-08,-120.5,48.75,272.83
489,2023-04-08,-120.5,49.0,273.83
490,2023-04-08,-120.25,48.0,277.176
491,2023-04-08,-120.25,48.25,275.576
492,2023-04-08,-120.25,48.5,275.576
493,2023-04-08,-120.25,48.75,272.99
494,2023-04-08,-120.25,49.0,272.65
495,2023-04-08,-120.0,48.0,281.076
496,2023-04-08,-120.0,48.25,279.376
497,2023-04-08,-120.0,48.5,275.176
498,2023-04-08,-120.0,48.75,273.1
499,2023-04-08,-120.0,49.0,272.77
500,2023-04-08,-119.75,48.0,283.776
501,2023-04-08,-119.75,48.25,281.376
502,2023-04-08,-119.75,48.5,276.676
503,2023-04-08,-119.75,48.75,275.576
504,2023-04-08,-119.75,49.0,276.476
505,2023-04-08,-119.5,48.0,283.776
506,2023-04-08,-119.5,48.25,283.076
507,2023-04-08,-119.5,48.5,281.776
508,2023-04-08,-119.5,48.75,281.376
509,2023-04-08,-119.5,49.0,280.676
510,2023-04-08,-119.25,48.0,283.476
511,2023-04-08,-119.25,48.25,281.976
512,2023-04-08,-119.25,48.5,278.276
513,2023-04-08,-119.25,48.75,279.276
514,2023-04-08,-119.25,49.0,277.876
515,2023-04-08,-119.0,48.0,283.176
516,2023-04-08,-119.0,48.25,280.776
517,2023-04-08,-119.0,48.5,276.676
518,2023-04-08,-119.0,48.75,275.676
519,2023-04-08,-119.0,49.0,278.076
